City,State,Start_Lat,Start_Lng,n_acc,n_rows,County
Bolton Landing,NY,43.56967981419094,-73.65242435472153,8,26,Warren
Bon Aqua,TN,35.956115863116786,-87.27513233632823,7,26,Hickman
Bonaire,GA,32.55165314457635,-83.60410544612839,32,86,Houston
Bonanza,OR,42.317974775736154,-121.33602447061578,87,159,Klamath
Bond,CO,39.764342708503385,-106.6571839813886,19,48,Eagle
Bonduel,WI,44.63980034657424,-88.44043349446297,5,18,Outagamie
Bondurant,IA,41.69396824001593,-93.44947554392775,23,62,Polk
Bondurant,WY,43.21523366666666,-110.38217311111111,2,9,Sublette
Bondville,VT,43.20117744444444,-72.9594661111111,2,9,Bennington
Bonfield,IL,41.14059999263158,-88.02430064947369,3,19,Kankakee
Bonham,TX,33.674655,-96.182296,1,5,Fannin
Bonifay,FL,30.805081987403884,-85.70527511122387,198,472,Holmes
Bonita,CA,32.65095517630456,-117.06597534051234,56,62,San Diego
Bonita Springs,FL,26.344961605976668,-81.78611206111152,1661,2333,Lee
Bonne Terre,MO,37.98399000000001,-90.532303,1,6,St. Francois
Bonneau,SC,33.302303571754074,-79.9309206055877,142,395,Berkeley
Bonner,MT,46.94215420464413,-113.53283291201483,65,113,Missoula
Bonner Springs,KS,39.09236763403089,-94.89407478445803,133,198,Wyandotte
Bonnerdale,AR,34.391631545454544,-93.36803809090908,3,11,Hot Spring
Bonners Ferry,ID,48.814855,-116.330672,1,3,Boundary
Bonney Lake,WA,47.16103221382896,-122.1649027478739,37,81,Pierce
Bonnie,IL,38.20174803030304,-88.90957942424242,4,11,Jefferson
Bonnieville,KY,37.34797775362341,-85.8701396617053,8,31,Hart
Bono,AR,35.90439717087919,-90.78225347185986,27,58,Craighead
Bonsall,CA,33.28242001731083,-117.20875033203197,318,484,San Diego
Boomer,NC,36.092402695652176,-81.28549973913043,6,23,Wilkes
Boone,CO,38.239004760791744,-104.29079646985268,34,79,Pueblo
Boone,IA,42.03830065179744,-93.82393164621594,44,103,Boone
Boone,NC,36.21204072093023,-81.68864120930233,13,43,Watauga
Boones Mill,VA,37.129578186433406,-79.95001961740186,109,200,Franklin County
Booneville,AR,35.076336235598916,-94.04866712225993,18,33,Scott
Boonsboro,MD,39.547678080283106,-77.64119218534496,139,224,Washington
Boonton,NJ,40.891341661060004,-74.41344993389966,39,50,Morris
Boonville,CA,39.01014866326815,-123.36192550558368,33,42,Mendocino
Boonville,IN,38.01433307956039,-87.31627582685024,5,20,Warrick
Boonville,MO,38.93901769582821,-92.68944445306448,42,58,Cooper
Boonville,NC,36.239605181372546,-80.6856890490196,13,34,Yadkin
Boonville,NY,43.4748245705888,-75.31177188097502,38,112,Oneida
Borden,IN,38.456024,-85.88774099999999,2,10,Clark
Bordentown,NJ,40.1131502705202,-74.725740422403,439,537,Burlington
Borger,TX,35.721064976,-101.419753852,9,30,Hutchinson
Boring,OR,45.41427930539277,-122.35886634323079,122,192,Clackamas
Boron,CA,35.0023227407916,-117.62558529734105,129,292,Kern
Boscawen,NH,43.32020900000001,-71.637537,2,14,Merrimack
Boscobel,WI,43.106383,-90.703737,1,6,Grant
Bosler,WY,41.51307548026269,-106.05373250720848,7,15,Albany
Bosque,NM,34.47086447826087,-106.82059434782609,9,23,Socorro
Bosque Farms,NM,34.992665662658844,-106.82180927380422,10,24,Bernalillo
Bossier City,LA,32.525765682650736,-93.70873307669578,355,438,Bossier
Bostic,NC,35.4227928372093,-81.80295880232558,11,43,Rutherford
Boston,GA,30.80331788888889,-83.7910648888889,3,18,Thomas
Boston,MA,42.35098031119515,-71.06519444752253,1557,2356,Suffolk
Boston,NY,42.628432499999995,-78.7464815,2,10,Erie
Boston,VA,38.547260230769226,-78.14198107692309,3,13,Rappahannock
Boswell,IN,40.563873052403615,-87.37964272457418,1,5,Benton
Boswell,PA,40.15957126259914,-79.06242129465971,84,175,Somerset
Bothell,WA,47.79327011623079,-122.20184390506515,394,503,Snohomish
Botkins,OH,40.46009424941725,-84.17376860963806,34,48,Shelby
Boulder,CO,39.99217133712179,-105.23964886741366,181,305,Boulder
Boulder,MT,46.24157032136332,-112.12585596305473,125,180,Jefferson
Boulder,UT,37.97375673692737,-111.36939452650108,12,24,Garfield
Boulder Creek,CA,37.149220717483324,-122.1267023208412,296,605,Santa Cruz
Bound Brook,NJ,40.569935530594904,-74.55007424649598,86,113,Somerset
Bountiful,UT,40.88696492730367,-111.88961683819562,164,299,Davis
Bourbon,IN,41.301289,-86.115082,1,8,Marshall
Bourbon,MO,38.1620730759285,-91.23636358382338,7,20,Crawford
Bourbonnais,IL,41.18060132700417,-87.85458307932838,56,74,Kankakee
Bourg,LA,29.556609499999997,-90.62768575925925,5,18,Terrebonne
Bouse,AZ,33.922489322200036,-114.11680573244419,18,45,La Paz
Bouton,IA,41.817105,-94.028035,1,4,Dallas
Bovey,MN,47.30710329023245,-93.35234941133108,50,89,Itasca
Bow,NH,43.16111000643619,-71.51955727719728,45,75,Merrimack
Bow,WA,48.5831709512931,-122.38991150474139,25,58,Skagit
Bowbells,ND,48.82467325,-102.2390315,2,12,Burke
Bowdoinham,ME,44.05129916666667,-69.89903441666665,4,12,Sagadahoc
Bowdon,GA,33.5430675,-85.277115,2,12,Carroll
Bowdon,ND,47.48278894391736,-99.64391809970246,7,27,Wells
Bowerston,OH,40.45320658333333,-81.21155666666668,3,6,Carroll
Bowersville,GA,34.361301,-82.968102,1,7,Hart
Bowie,AZ,32.30290329294447,-109.38348063149432,14,19,Cochise
Bowie,MD,38.95312406826318,-76.75976724782608,356,515,Prince George's
Bowler,WI,44.8017706923077,-88.95323715384615,2,13,Shawano
Bowling Green,FL,27.61373378988346,-81.87728313494159,81,180,Hardee
Bowling Green,KY,36.98248996948199,-86.43584830621451,19,57,Warren
Bowling Green,MO,39.33352327777778,-91.20166994444445,5,18,Pike
Bowling Green,OH,41.39540014982639,-83.63109162552082,46,96,Wood
Bowling Green,VA,38.0514850908598,-77.32825603459378,66,142,Caroline
Bowlus,MN,45.82913231747213,-94.4842768975829,9,22,Morrison
Bowman,GA,34.181826,-83.07310799999998,2,5,Elbert
Bowman,ND,46.206353892286636,-103.38704917873133,7,38,Bowman
Bowman,SC,33.35258239223457,-80.61228079387433,548,731,Orangeburg
Bowmansville,NY,42.94556641666667,-78.68104041666666,3,12,Erie
Box Elder,MT,48.3200805,-109.98535061111112,11,36,Hill
Box Springs,GA,32.56972530487805,-84.59345494308943,11,41,Talbot
Boxborough,MA,42.490208070517525,-71.53165804345652,28,39,Middlesex
Boxford,MA,42.65538132139246,-70.97668224989167,37,43,Essex
Boxholm,IA,42.166359,-94.106041,1,1,Boone
Boyce,LA,31.36650261741681,-92.60219139789265,6,14,Rapides
Boyce,VA,39.08002997971286,-78.04377401466917,45,89,Clarke
Boyd,MN,44.790574,-95.909997,1,2,Yellow Medicine
Boyds,MD,39.21772161836891,-77.29955194961023,40,52,Montgomery
Boydton,VA,36.6352150785879,-78.33022781963273,91,199,Mecklenburg
Boyertown,PA,40.32670171084337,-75.64327409036144,21,83,Berks
Boyes,MT,45.24776208379151,-104.98052465865621,5,10,Carter
Boylston,MA,42.334332,-71.729561,1,3,Worcester
Boyne City,MI,45.211411,-84.92534599999998,1,6,Charlevoix
Boyne Falls,MI,45.18302102006491,-84.92137577832507,6,13,Charlevoix
Boynton Beach,FL,26.527343348108662,-80.10764814262382,1147,1297,Palm Beach
Boys Town,NE,41.263135399999996,-96.13497939999999,7,10,Douglas
Bozeman,MT,45.67153785389803,-111.01931549861195,1516,2104,Gallatin
Bozrah,CT,41.53876679866376,-72.19446152093975,5,18,New London
Braceville,IL,41.22337139539171,-88.27950535391705,15,31,Grundy
Bracey,VA,36.59969537979248,-78.1476184972387,68,115,Mecklenburg
Brackenridge,PA,40.613467,-79.743517,1,4,Allegheny
Brackettville,TX,29.32458672727273,-100.47707172727273,5,11,Kinney
Braddock,ND,46.60423924685893,-100.29328956842883,4,10,Emmons
Braddock,PA,40.40470837931034,-79.85820596551724,7,29,Allegheny
Bradenton,FL,27.45643977486613,-82.52994983924421,6259,8802,Manatee
Bradenton Beach,FL,27.480549191107524,-82.70311217380451,19,55,Manatee
Bradenville,PA,40.32067092,-79.34162256000002,7,20,Westmoreland
Bradford,AR,35.41240368411085,-91.45125813495925,6,21,White
Bradford,NH,43.258598,-71.972122,1,3,Merrimack
Bradford,OH,40.160191,-84.41280400000002,1,2,Miami
Bradford,PA,41.94249449098126,-78.63065186208453,245,467,McKean
Bradford,RI,41.405529,-71.748573,1,3,Washington
Bradgate,IA,42.73236393908152,-94.40346836998744,1,4,Humboldt
Bradley,AR,33.109749,-93.6825125,2,5,Lafayette
Bradley,CA,35.847111118797734,-120.88556600269277,123,212,Monterey
Bradley,IL,41.154597583333334,-87.84097208333333,4,12,Kankakee
Bradley,ME,44.917122,-68.61299100000001,1,4,Penobscot
Bradley,SC,34.04331778816297,-82.2018709200897,61,152,Greenwood
Bradley Beach,NJ,40.2005665,-74.01889249999999,2,9,Monmouth
Bradner,OH,41.34656425000001,-83.450226,4,7,Wood
Brady,MT,48.02156082573561,-111.82523888732926,5,22,Pondera
Brady,NE,41.00891900704321,-100.39186127824556,16,28,Lincoln
Bradyville,TN,35.65847700000001,-86.065083,2,5,Cannon
Braham,MN,45.7414359982574,-93.16018712648221,30,75,Isanti
Braidwood,IL,41.28055269607843,-88.23544808823529,38,51,Will
Brainard,NE,41.206363,-97.052239,4,14,Butler
Brainerd,MN,46.33790286584675,-94.17245984423799,268,481,Crow Wing
Braintree,MA,42.22100295277258,-71.01731513556857,287,331,Norfolk
Branch,LA,30.398945518153198,-92.33019622518567,2,8,Acadia
Branchburg,NJ,40.56888,-74.680064,1,5,Somerset
Branchville,NJ,41.150670619047624,-74.7658070952381,7,21,Sussex
Branchville,SC,33.24504216555361,-80.81650147557144,54,192,Orangeburg
Brandamore,PA,40.05389,-75.820518,1,4,Chester
Brandon,FL,27.936486961003165,-82.30255394943511,1163,1505,Hillsborough
Brandon,IA,42.32524710065087,-92.00072731428261,26,33,Buchanan
Brandon,MN,45.94989745340276,-95.60832980335341,74,88,Douglas
Brandon,MS,32.297579001737006,-89.97491552567344,100,176,Rankin
Brandy Station,VA,38.501576878069784,-77.88790028278851,21,36,Culpeper
Brandywine,MD,38.69026789756141,-76.87241377158676,548,656,Prince George's
Brandywine,WV,38.57962,-79.168933,1,4,Pendleton
Branford,CT,41.29079995846489,-72.80040158408487,227,272,New Haven
Branford,FL,29.909161028405627,-82.86081221530887,63,191,Suwannee
Branscomb,CA,39.64203825,-123.6080565,5,10,Mendocino
Branson,CO,37.189801749999994,-103.70696125,3,18,Las Animas
Branson,MO,36.639714,-93.349432,1,4,Stone
Brant Lake,NY,43.680798430987835,-73.74777367546643,6,9,Warren
Brantley,AL,31.569843506818184,-86.28229418636363,29,55,Crenshaw
Braselton,GA,34.11649400460041,-83.7784803911419,99,160,Jackson
Brashear,TX,33.11945557578507,-95.7165491576399,1,5,Hopkins
Brasstown,NC,35.053877,-83.91766691666668,8,24,Clay
Brattleboro,VT,42.8580394,-72.610699975,5,20,Windham
Braxton,MS,32.02938012280702,-89.95525928070175,7,19,Simpson
Brayton,IA,41.50208002,-94.94410924,10,25,Cass
Brazil,IN,39.472097014526305,-87.12974962748338,118,179,Clay
Brazoria,TX,29.006082657142862,-95.58712148571428,7,35,Brazoria
Brea,CA,33.92558658807697,-117.88056336105835,1076,1168,Orange
Breaux Bridge,LA,30.312500464454207,-91.83126700408522,217,265,St. Martin
Breckenridge,CO,39.42321149580725,-106.06123485291613,40,73,Summit
Breckenridge,MN,46.29817358773468,-96.59937366828342,5,20,Wilkin
Breckenridge,TX,32.6683175,-98.97468481818181,3,11,Stephens
Brecksville,OH,41.28703695522344,-81.64333162248352,31,65,Cuyahoga
Breese,IL,38.619311,-89.555115,1,6,Clinton
Breezewood,PA,39.99315456598019,-78.23989136500559,146,220,Bedford
Breezy Point,NY,40.557018,-73.93119,1,3,Queens
Breinigsville,PA,40.563831818449835,-75.644565747642,82,141,Lehigh
Bremen,AL,33.92168165277778,-87.01060069444446,11,36,Cullman
Bremen,GA,33.696606697566,-85.13561829301706,48,79,Carroll
Bremen,IN,41.455859974820754,-86.16942510743726,14,49,Marshall
Bremerton,WA,47.5770110438933,-122.67376983951335,153,263,Kitsap
Bremo Bluff,VA,37.74492370406977,-78.28438463081395,19,43,Fluvanna
Bremond,TX,31.166390104166666,-96.67589491666666,6,16,Robertson
Brenham,TX,30.163652846153845,-96.39823869230769,3,13,Washington
Brent,AL,32.923803742771945,-87.18943504038975,7,23,Bibb
Brentwood,CA,37.91390420976926,-121.69508635774353,559,819,Contra Costa
Brentwood,MD,38.93811213235294,-76.95068909313726,12,34,Prince George's
Brentwood,NH,42.94210238461539,-70.99305153846154,4,13,Rockingham
Brentwood,NY,40.79696358153356,-73.26033580042035,376,518,Suffolk
Brentwood,TN,36.026853451222316,-86.77630798383211,942,1270,Davidson
Brevard,NC,35.18634516386837,-82.76247945786518,27,94,Transylvania
Brewerton,NY,43.21708244837045,-76.13072157799883,16,39,Onondaga
Brewster,MN,43.67110067066496,-95.47880554929056,76,112,Nobles
Brewster,NY,41.39608788407932,-73.59842187023561,844,1019,Putnam
Brewton,AL,31.177344415922335,-87.15040721109908,28,70,Escambia
Brian Head,UT,37.68071125896634,-112.82118982896228,26,45,Iron
Briarcliff Manor,NY,41.14240657432908,-73.82858648852108,144,239,Westchester
Bricelyn,MN,43.64884729168976,-93.83736972283579,19,30,Faribault
Briceville,TN,36.198279,-84.30068399999999,2,6,Anderson
Brick,NJ,40.082964148111316,-74.13417398113792,167,258,Ocean
Bridal Veil,OR,45.579086629039956,-122.11782235490281,37,42,Multnomah
Bridge City,TX,30.04647575,-93.8199975,2,8,Orange
Bridgehampton,NY,40.939588630018065,-72.3108279924749,15,41,Suffolk
Bridgeport,CA,38.29041695205825,-119.25845496591893,70,138,Mono
Bridgeport,CT,41.18012800442956,-73.19194029434495,896,1108,Fairfield
Bridgeport,MI,43.35054333285512,-83.86413537483848,24,49,Saginaw
Bridgeport,NE,41.72794276903696,-103.11371873633969,4,17,Morrill
Bridgeport,NJ,39.80495105385124,-75.35209736886861,32,69,Gloucester
Bridgeport,OH,40.07186133260758,-80.74686787477485,20,55,Belmont
Bridgeport,PA,40.103963926966614,-75.34209975204513,138,305,Montgomery
Bridgeport,WV,39.30423560128725,-80.2403242239001,24,54,Harrison
Bridger,MT,45.231773014123505,-108.88463120113092,30,68,Carbon
Bridgeton,MO,38.7581519258231,-90.4204756359666,256,325,St. Louis County
Bridgeton,NJ,39.45444165220799,-75.20666339431058,34,93,Cumberland
Bridgeview,IL,41.72357539310513,-87.80663520218162,212,245,Cook
Bridgeville,CA,40.46575738775466,-123.65124446695678,88,140,Humboldt
Bridgeville,DE,38.73382412027607,-75.57540276676151,29,86,Sussex
Bridgeville,PA,40.351862761910375,-80.1197145723588,135,209,Allegheny
Bridgewater,CT,41.550487249999996,-73.37447225,2,12,Litchfield
Bridgewater,MA,41.963073464833876,-71.00085958137966,39,77,Plymouth
Bridgewater,NJ,40.58847742427163,-74.60918678144806,167,215,Somerset
Bridgewater,NY,42.879143321303886,-75.25317979640077,2,14,Oneida
Bridgewater,VA,38.37612640116279,-79.00927316085271,27,86,Rockingham
Bridgman,MI,41.93543383609543,-86.56803471565539,45,62,Berrien
Bridgton,ME,44.074869875000005,-70.82783312500001,2,8,Cumberland
Brielle,NJ,40.10856987301587,-74.06665098412698,9,21,Monmouth
Brierfield,AL,33.03004595,-86.92148639999999,5,20,Bibb
Briggs,TX,30.883668,-97.921682,1,2,Burnet
Briggsdale,CO,40.6405065,-104.115667,3,14,Weld
Brigham City,UT,41.51332017709035,-112.03707135308561,242,430,Box Elder
Brighton,CO,39.95331417899629,-104.81370587490959,207,335,Adams
Brighton,IA,41.174741,-91.813782,1,6,Washington
Brighton,MA,42.35125114490512,-71.15095333449088,119,229,Suffolk
Brighton,MI,42.521115545853,-83.75201887922215,348,384,Livingston
Brighton,MO,37.413958285714294,-93.35225361904762,6,21,Polk
Brighton,UT,40.62802163636364,-111.60808581818182,11,14,Salt Lake
Brightwaters,NY,40.7246605,-73.270081,2,8,Suffolk
Brightwood,OR,45.370525307692304,-122.0170333653846,6,13,Clackamas
Brightwood,VA,38.42515216666666,-78.181895,4,15,Madison
Brilliant,AL,34.04919269722789,-87.78454181697784,6,26,Marion
Brilliant,OH,40.263563142857144,-80.62893314285714,2,7,Jefferson
Brillion,WI,44.204102,-88.12252140000001,3,10,Calumet
Brimfield,IL,40.832076028301884,-89.89950503773585,20,53,Peoria
Brimfield,MA,42.15151238461538,-72.15573338461539,3,13,Hampden
Brinkley,AR,34.86793583617785,-91.22671493311513,79,117,Monroe
Brinklow,MD,39.1747465,-77.02377483333333,2,6,Montgomery
Brinnon,WA,47.70030545467128,-122.91059744359862,28,51,Jefferson
Briones,CA,37.95147171794871,-122.19091028205129,4,13,Contra Costa
Brisbane,CA,37.69288371480651,-122.39803366119209,147,220,San Mateo
Brisbin,PA,40.83517010791198,-78.34821544473661,2,6,Clearfield
Bristol,CT,41.670545356704984,-72.9245621927203,33,87,Naugatuck Valley
Bristol,FL,30.379642206321872,-84.95207993693595,62,187,Liberty
Bristol,IL,41.716417,-88.445061,1,3,Kendall
Bristol,IN,41.71713665714285,-85.81161095714285,13,35,Elkhart
Bristol,NH,43.588457733333335,-71.73482873333334,3,15,Grafton
Bristol,PA,40.118453460841835,-74.88007353740659,134,194,Bucks
Bristol,RI,41.645001142857154,-71.26053628571428,2,7,Bristol
Bristol,TN,36.557535480919356,-82.18013507936782,18,59,Sullivan
Bristol,VA,36.63224792025549,-82.14838508768396,271,373,Washington
Bristol,WI,42.52166181818182,-88.01165718181818,2,11,Kenosha
Bristolville,OH,41.390461,-80.95481099999998,1,3,Trumbull
Bristow,IN,38.20274908333334,-86.75636191666666,4,12,Perry
Bristow,OK,35.86711,-96.3574349090909,4,11,Creek
Bristow,VA,38.75291185053668,-77.56378250756936,118,219,Prince William
Britt,MN,47.64822526623377,-92.58619559415584,16,28,St. Louis
Britton,MI,41.99220909090909,-83.856806,3,11,Lenawee
Broad Brook,CT,41.937882333333334,-72.56095433333333,2,3,Hartford
Broad Channel,NY,40.60806350000001,-73.8200185,2,5,Queens
Broad Run,VA,38.81974173928424,-77.72226944000133,72,141,Fauquier
Broad Top,PA,40.20618802222222,-78.1367674,6,15,Huntingdon
Broadalbin,NY,43.06132933333334,-74.13989344444445,6,27,Fulton
Broadbent,OR,42.99888562177504,-124.13377627591693,19,22,Coos
Broadlands,VA,39.021986500000004,-77.51660557142857,4,14,Loudoun
Broadus,MT,45.43080137047656,-105.38403057246532,29,58,Powder River
Broadview,IL,41.868273571428574,-87.85350738095241,7,21,Cook
Broadview,MT,45.99511592941518,-108.79742897368754,10,34,Yellowstone
Broadview Heights,OH,41.3188369829932,-81.66574373435374,26,70,Cuyahoga
Broadwater,NE,41.610247,-102.901736,1,5,Morrill
Broadway,NC,35.40142964899194,-79.02795096164114,16,43,Harnett
Broadway,VA,38.58918245002158,-78.77831552549011,170,268,Rockingham
Brockport,NY,43.20822340705437,-77.93204259149712,157,328,Monroe
Brockport,PA,41.260634570155915,-78.70799037224639,52,112,Elk
Brockton,MA,42.08273393924301,-71.03833727708425,76,161,Plymouth
Brockton,MT,48.071332911764706,-104.90353614705883,5,17,Roosevelt
Brockway,MI,43.076098,-82.76553,1,5,St. Clair
Brockway,MT,47.32238480000001,-106.0410368,4,15,McCone
Brockway,PA,41.240374764874325,-78.79838645984475,53,131,Jefferson
Brockwell,AR,36.156770384615385,-91.92144738461539,2,13,Izard
Brocton,NY,42.40510790319948,-79.4431115682923,21,33,Chautauqua
Brodheadsville,PA,40.9259717826087,-75.39943600000001,6,23,Monroe
Brodnax,VA,36.75820108887581,-77.99411957711314,169,294,Brunswick
Brogan,OR,44.248096015408215,-117.54135631601046,4,6,Malheur
Brogue,PA,39.87312065186124,-76.47941142701012,18,36,York
Broken Arrow,OK,36.0677525583041,-95.78670984988304,110,285,Tulsa
Bronson,FL,29.425954285341845,-82.63457194458098,59,193,Levy
Bronston,KY,36.990383,-84.619865,1,2,Pulaski
Bronx,NY,40.843022497670894,-73.8852930611084,9169,10187,Bronx
Bronxville,NY,40.93534112285733,-73.83475377308234,362,420,Westchester
Brook,IN,40.887707,-87.200829,1,4,Jasper
Brook Park,MN,45.95092247593405,-93.0154272628744,88,121,Pine
Brook Park,OH,41.402962647330966,-81.82000881085487,33,51,Cuyahoga
Brookdale,CA,37.104491260869565,-122.10541631884058,10,23,Santa Cruz
Brooker,FL,29.87991140670975,-82.34006496968833,10,45,Bradford
Brookeville,MD,39.207669619047614,-77.05355222222222,8,21,Montgomery
Brookfield,CT,41.43222096622522,-73.39823611736708,18,33,Fairfield
Brookfield,IL,41.82006826125,-87.851166725,8,32,Cook
Brookfield,OH,41.234976125,-80.579802375,3,16,Trumbull
Brookfield,WI,43.0278025895215,-88.1156146631716,237,266,Waukesha
Brookhaven,GA,33.8621911,-84.33498062380953,12,35,DeKalb
Brookhaven,MS,31.585004087349816,-90.47595190586303,17,29,Lincoln
Brookhaven,NY,40.79497572609003,-72.91093888969274,40,63,Suffolk
Brookhaven,PA,39.86601212308103,-75.38934012948474,52,162,Delaware
Brookings,OR,42.098808200081805,-124.29845890840477,159,249,Curry
Brookings,SD,44.305611,-96.77651199999998,1,6,Brookings
Brookland,AR,35.90274827036555,-90.5901104651899,38,59,Craighead
Brookland,VA,37.598381,-77.489693,1,7,Henrico
Brooklawn,NJ,39.887580500000006,-75.10801049999999,4,12,Camden
Brooklet,GA,32.3116646141952,-81.6555256365087,10,42,Bulloch
Brookline,MA,42.33966307777778,-71.12128682962963,30,90,Norfolk
Brookline,MO,37.15467781906582,-93.39833513721098,76,193,Greene
Brookline,PA,40.411259,-80.00627883333334,5,12,Allegheny
Brooklyn,CT,41.779150023049645,-71.94159555851064,21,47,Windham
Brooklyn,IA,41.70334263265724,-92.42733048448136,36,61,Poweshiek
Brooklyn,MD,39.22152819946961,-76.62088785550286,286,379,Anne Arundel
